Primary key,document_id,pdf_url,original_pdf_link,experiment,question_short_name,answer,quote_1,quote_2,quote_3,quote_4,quote_5,absence_of_evidence,page_num_1,page_num_2,page_num_3,page_num_4,page_num_5,batch,classification_2,classification_1,Adherence test or train group,Prompt 1 result,Results from Prompt 1,Explicitly discusses adherence,# important quotes not from text,Are quotes enough?,Gold standard is just the quote?,Results from Prompt 2,Prompt 2 result,Collected for,explanation,notes,no_answer,direct_answer,split,need_figures,user,What analysis is the final n for?,What analysis is the final n for? quote_1,Thoughts on alternate answers,need outcome to define answer?,Study has multiple final ns,instructions_link,quote_6,quote_7,quote_8,quote_9,participant_flow_figures,"Flow diagram show clean split to arms, then same stages for each arm, and experiments are listed separately?",experiments_count,arms_count,CONSORT compliance of flow diagram,CONSORT compliance notes,done (EFD),EFD notes
216,vuuren-cherney-2014.pdf,https://github.com/brachbach/host-files/raw/main/vuuren-cherney-2014.pdf,https://europepmc.org/articles/pmc4415876?pdf=render,virtual therapist (VT),describe_interventions,"All participants were given virtual therapy for aphasia. One group (high cue) was given cues before, during, and after practice, as opposed to the other group who didn't receive cues during practice. Scripts were practiced 6 days per week, for up to 90 minutes per day in 3 sessions.","In the high cue treatment condition, participants could hear the VT during listening, choral reading and reading aloud, with auditory cues (therapist speaking) and visual cues (therapist’s mouth movements) available at the start, during and after practice.","In the low cue condition, they received visual and auditory cues when listening to the script being read aloud initially, and after practice; but did not receive auditory and visual support during sentence practice, working instead from the written cues only.","Confounds were controlled for with a cross-over design with three weeks of treatment in one condition, followed by a three-week washout period and three weeks of treatment in the second condition; random assignment, and stratification of participants to treatment conditions; control for treatment time; and design and use of similar though different scripts in each condition with scripts matched for length, morphological, phonological and grammatical complexity.","Scripts were practiced 6 days per week, for up to 90 minutes per day in 3 sessions. Practice and testing were done at home on a loaned laptop with sessions scheduled automatically using the system calendar. Participant responses were measured over time: in 3 sessions before treatment started to establish a baseline, then in separate sessions twice per week during each of the three treatment weeks to assess learning, and finally, once in the week after treatment finished to assess treatment effectiveness.","A virtual therapist (VT) capable of modeling visible speech and directing speech and language therapy is presented. Three perspectives of practical and clinical use are described. The first is a description of treatment and typical roles that the VT performs in directing participation, practice and performance. The second is a description of techniques for modeling visible speech and implementing tele-rehabilitation. The third is an analysis of performance of a system (AphasiaRx™) for delivering speech and language therapy to people with aphasia, with results presented from a randomized controlled cross-over study in which the VT provided two levels of cuing.",,,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
112,keenan-2018.pdf,https://github.com/brachbach/host-files/raw/main/keenan-2018.pdf,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1715474?articleTools=true,Oral azithromycin for childhood mortality,describe_interventions,Researchers assigned participants to four twice-yearly mass distributions of treatment or placebo. The treatment used was 20mg oral azithromycin per kg of body weight.,"In this cluster-randomized trial, we assigned communities in Malawi, Niger, and Tanzania to four twice-yearly mass distributions of either oral azithromycin (approximately 20 mg per kilogram of body weight) or placebo.","Each child 1 to 59 months of age at the time of the census was offered a single directly observed dose of oral azithromycin or placebo (according to the randomization of their community). Children were given a volume of suspension corresponding to at least 20 mg per kilogram of body weight, calculated with the use of a height stick (see the protocol), in accordance with the country’s trachoma program guidelines, or by weight for children unable to stand. Children who were known to be allergic to macrolides were not given azithromycin or placebo.",,,,,1584,1584,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
188,routledge-2006.pdf,https://github.com/brachbach/host-files/raw/main/routledge-2006.pdf,https://europepmc.org/articles/pmc1860755?pdf=render,"Sulphur dioxide exposure, carbon particle exposure",describe_interventions,Patients were exposed to concentrations of carbon particles and SO2 in a head dome system.,"patients with stable angina and healthy volunteers were exposed to controlled concentrations of carbon particles and SO2, alone and in combination, and to medical air as a control",The aerosol and air or SO2 were diluted and delivered to a head dome exposure system by a carrier air stream at 120 l/min,"Bottled SO2 was mixed with medical air and regulated at a dose of 200 ppb, a concentration found during air pollution episodes in urban areas. The same doses were used for the combined exposure to SO2 and carbon. The control exposure was bottled medical air at a flow rate of 120 l/min","Studies started between 8–9 am after a light breakfast. Subjects were asked to avoid alcohol and caffeine for 12 hours before each study. Subjects rested semisupine in a temperature controlled laboratory (23 ¡1˚C) and a venous cannula was inserted into a forearm vein for blood sampling. A standard three lead ECG signal was amplified, processed (high frequency (HF) signal noise filter . 500 Hz), and digitised at 500 Hz with the use of a National Instruments NB/MI0/16XH/18 analogue to digital converter board (National Instruments Corporation).",The aerosol and air or SO2 were diluted and delivered to a head dome exposure system by a carrier air stream at 120 l/min.,,221,220,221.0,221.0,220.0,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
209,vittengl-2009.pdf,https://github.com/brachbach/host-files/raw/main/vittengl-2009.pdf,https://europepmc.org/articles/pmc3785229?pdf=render,Continuation-Phase Cognitive Therapy,describe_interventions,The intervention in the experiment was Continuation-Phase Cognitive Therapy (C-CT). Participants were patients who had responded to acute-phase cognitive therapy. Participants underwent 10 C-CT sessions lasting 60-90 minutes over 8 months with a therapist.,"We tested continuation-phase cognitive therapy’s (C-CT) effects on remission and recovery from recurrent major depressive disorder (MDD), defined as 6 weeks and 8 months, respectively, of continuously absent or minimal symptoms. Responders to acute-phase cognitive therapy were randomized to 8 months of C-CT (n = 41) or assessment control (n = 43), and followed 16 additional months (Jarrett, Kraft, Doyle, et al., 2001).","Patients received 20 individual sessions (50-60 minutes each) of A-CT (Beck et al., 1979) in a 12-14 week protocol.","Consenting responders to A-CT (completed the A-CT protocol and had no MDD and HRSD ≤ 9 by an independent evaluator; 3 responders did not consent) were randomized to C-CT (Jarrett, 1989; Jarrett, Vittengl, & Clark, 2008; n = 41) or assessment control (n = 43).",The C-CT protocol consisted of 10 sessions (60-90 minutes each) over 8 months provided by the patient’s A-CT therapist.,,,3,4,4.0,3.0,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
76,deutschmann-2019.pdf,https://github.com/brachbach/host-files/raw/main/deutschmann-2019.pdf,https://conference.nber.org/conf_papers/f116692.pdf,1AF small farmer program,describe_interventions,"Researchers provided participants with a market bundle through 1AF. The bundle included group-liability loans for farming supplies, weekly training on improved farming practices, market facilitation support to sell their goods, and crop and funeral index-based insurance.","Participating farmers receive input loans, crop insurance, and training about improved farming practices.","Their core “market bundle” addresses several of the key constraints discussed in Section 1: participating farmers receive group-liability loans for improved seeds and high-quality fertilizer, weekly training on modern agricultural techniques, crop and funeral index-based insurance, and market facilitation support to help farmers sell their products for higher prices",,,,,1,6,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
10,abebe-2018.pdf,https://github.com/brachbach/host-files/raw/main/abebe-2018.pdf,http://barrett.dyson.cornell.edu/NEUDC/paper_452.pdf,job application workshop,describe_interventions,"The intervention takes place over two days. The first day, participants take a series certification tests including four tests: (i) a Raven matrices test, (ii) a test of linguistic ability in Amharic, (iii) a test of mathematical ability and (iv) a ‘work-sample’ test. The results of the tests are presented in a certificate, which job-seekers can use in support of their job applications. The second day, they attend an orientation session that covers three main topics: CV writing, application letters and job interviews.","The intervention takes place over two days. On the first day, participants take a series of personnel selection tests. On the second day, they attend the orientation session. The intervention was administered by the School of Commerce of Addis Ababa University, between September and October 2014. The School of Commerce has a reputation for reliable personnel selection services; many firms screen applicants using tests developed, and sometimes administered, by the School of Commerce.","The orientation session covers three main topics: CV writing, application letters and job interviews. All the training materials were developed by the School of Commerce and later reviewed by our team. The certification session includes four tests: (i) a Raven matrices test, (ii) a test of linguistic ability in Amharic, (iii) a test of mathematical ability and (iv) a ‘work-sample’ test. The results of the tests are presented in a certificate, which job-seekers can use in support of their job applications. The certificates explain the nature of the tests and report the relative grade of the individual for each test, and an aggregate measure of performance.2",,,,,10,10,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
126,matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/j.ijantimicag.2016.11.017.pdf,Sulfadoxine/pyrimethamine and piperaquine treatment,describe_interventions,The experiment included three interventions. The sulfadoxine/pyrimethamine and piperaquine intervention included a single treatment sulfadoxine/pyrimethamine dose of and two 32 mg/kg piperaquine doses at a 24 hour interval.,"Enrolled schoolchildren were assigned to a passive control arm (n = 212), sulfadoxine/pyrimethamine (SP) (n = 202) or SP plus piperaquine (SP/ PQ) (n = 202).",SP was administered as a single treatment dose and PQ was given as two doses (32 mg/kg) at a 24-h interval.,,,,,3,3,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
60,chakravorty-bedy-2019.pdf,https://github.com/brachbach/host-files/raw/main/chakravorty-bedy-2019.pdf,https://link.springer.com/content/pdf/10.1007/s41027-019-00167-8.pdf,DDUGKY skills training programs,describe_interventions,"The intervention was the Deen Dayal Upadhyaya Grameen Kaushal Yojana (DDUGKY) program consisting of two parts. The first part provides soft skills training and sector specific training for 3, 6, 9, or 12 months. The second part provides on-the-job training from 30 days for a 3 month course up to 120 days for a 1-year course.","On September 2014, under the aegis of its National Rural Livelihood Mission, the Ministry of Rural Development (MoRD) announced the DDUGKY. The scheme targets rural families who fall below the poverty line. Individuals from such families who are in the age range 15–35 are eligible for government-sponsored training and post-training job placement in positions that ofer regular monthly wages.","Each course ofered through the DDUGKY consists of two broad components. The frst component includes training on soft skills, English and information technology and the second component deals with sector specifc training. Depending on the course, the duration of training may be for 3 (576 h), 6 (1152 h), 9 (1578 h) or 12  months (2304  h).",The scheme provides for on-the-job training (OJT) ranging from a maximum permissible 30 days for a 3-month course to 120 days for a 1-year course.,,,,181,181,179.0,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
11,abebe-2018.pdf,https://github.com/brachbach/host-files/raw/main/abebe-2018.pdf,http://barrett.dyson.cornell.edu/NEUDC/paper_452.pdf,job application workshop,duration,two days,The intervention takes place over two days.,"In addition, the job application workshop is easy to implement and scale up (the intervention is delivered in two days and follows standardised protocols), which is not the case for all labour market interventions.",,,,,10,10,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
52,bassi-2018.pdf,https://github.com/brachbach/host-files/raw/main/bassi-2018.pdf,https://conference.nber.org/conf_papers/f109256.pdf,Non-cognitive skills certificate disclosure to job candidates and firms,duration,4 months,Matching + Signalling Intervention Apr – Jul 15 (2 months since baseline) Matching + Signalling Intervention,,,,,,10,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
128,matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/j.ijantimicag.2016.11.017.pdf,Sulfadoxine/pyrimethamine and piperaquine treatment,duration,7 months,"IPTsc with SP or SP/PQ was given at baseline (November 2012), at Month 4 (March 2013) and at Month 7 (June 2013).",,,,,,2,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
114,keenan-2018.pdf,https://github.com/brachbach/host-files/raw/main/keenan-2018.pdf,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1715474?articleTools=true,Oral azithromycin for childhood mortality,duration,2 years,"In this cluster-randomized trial, we assigned communities in Malawi, Niger, and Tanzania to four twice-yearly mass distributions of either oral azithromycin (approxi- mately 20 mg per kilogram of body weight) or placebo.",,,,,,1,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
24,abebe-2018.pdf,https://github.com/brachbach/host-files/raw/main/abebe-2018.pdf,http://barrett.dyson.cornell.edu/NEUDC/paper_452.pdf,transport subsidy,duration,13 - 20 weeks,"For logistical reasons, we stagger the start time and the end time of the subsidy, randomly. This generates variation across individuals in the number of weeks during which the treatment is available, and in the time of treatment. The number of weeks of treatment varied from 13 to 20, with a median of 16 weeks.18 The intervention was implemented between September 2014 and January 2015.",,,,,,10,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
166,miguel-kremer-2004.pdf,https://github.com/brachbach/host-files/raw/main/miguel-kremer-2004.pdf,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf,praziquantel,duration,2 years,ICS field staff administered pupil and school questionnaires in early 1998 and again in early 1999.,"PRIMARY SCHOOL DEWORMING PROJECT (PSDP) TIMELINE, 1997–1999 1997 October Pilot Kenya Ministry of Health, Division of Vector Borne Disease (DVBD) parasitological survey. Pilot Pupil Questionnaire",October–November Second round of 1999 medical treatment (with albendazole) in Group 1 and Group 2 school,"""and a “dynamic” test using syllogisms—which were conducted in all three groups of schools during 2000.""",,,165,171,210.0,210.0,,16 June Surge,,,Test,,,,,,,Unclear,Correct,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
141,matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/j.ijantimicag.2016.11.017.pdf,Sulfadoxine/pyrimethamine treatment,duration,7 months,"IPTsc with SP or SP/PQ was given at baseline (November 2012), at Month 4 (March 2013) and at Month 7 (June 2013).",,,,,,2,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
203,smithuis-2013.pdf,https://github.com/brachbach/host-files/raw/main/smithuis-2013.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3854704/pdf/1475-2875-12-363.pdf,Insecticide-treated bed nets,duration,10 months,"The data were aggregated for each village to obtain cluster-level infection rates. In total 8,175 children under 10 years of age were followed up for 10 months, which included the main malaria transmission period.","beginning of the study (May 11 - June 10, 1998), after 5 months (14 Sept- 9 Oct. 1998) and at the end of the study (25 Jan - 22 Feb 1999)",,,,,4,5,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
180,nyqvist-218.pdf,https://github.com/brachbach/host-files/raw/main/nyqvist-218.pdf,https://www.jakobsvensson.com/uploads/9/9/1/0/99107788/aejapp-2018.pdf,door-to-door mobile Community Health Promoters,duration,3 years,Results after three years show substantial health impact: under-5 child mortality was reduced by 27% at an estimated average cost of $68 per life-year saved.,"Our results show after three years, the intervention resulted in a substantial health impact: under-5 child mortality was reduced approximately by 27%, infant (i.e. under 1 year) mortality by 33% and neonatal (i.e. under 1 month) mortality by 28%.",,,,,11-12,3,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
90,dicko-2008.pdf,https://github.com/brachbach/host-files/raw/main/dicko-2008.pdf,https://malariajournal.biomedcentral.com/track/pdf/10.1186/1475-2875-7-123.pdf,intermittent preventive treatment with sulphadoxine-pyrimethamine,duration,8 weeks,"To evaluate the effect of seasonal IPT with sulphadoxine pyrimethamine (SP) on incidence of malaria disease in area of seasonal transmission, 262 children 6 months-10 years in Kambila, Mali were randomized to receive either IPT with SP twice at eight weeks interval or no IPT during the transmission season of 2002 and were followed up for 12 months.",The first treatment was given at the beginning of the transmission season in July 2002 and the second treat- ment eight weeks later in August 2002.,,,,,1,4,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
152,miguel-kremer-2004.pdf,https://github.com/brachbach/host-files/raw/main/miguel-kremer-2004.pdf,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf,albendazole,duration,"""In January 1998... the health intervention was phased in over several years""","In January 1998, the seventy-five PSDP schools were randomly divided into three groups of twenty-five schools each","Due to ICS’s administrative and financial constraints, the health intervention was phased in over several years. Group 1 schools received free deworming treatment in both 1998 and 1999, Group 2 schools in 1999, while Group 3 schools began receiving treatment in 2001.","a 2001 parent survey indicates that most noncompliance from absenteeism is due to pupil illness, and we show in Section 6 that pupils with worms miss school more often.","Second, a parasitological survey of 557 children entering preschool who had not yet had any opportunity to receive medical treatment through the program found that in early 2001, before Group 3 schools had begun receiving deworming treatment.",,,165,171,210.0,210.0,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
322,fregni-2006.pdf,https://github.com/brachbach/host-files/raw/main/fregni-2006.pdf,https://github.com/brachbach/host-files/raw/main/fregni-2006.pdf,All,duration,5 days,"In this randomized, controlled and double-blind trial, we investigate the effects of 5 days of anodal stimulation of the left dorsolateral prefrontal cortex in 10 patients with major depression (42.7 ± 10 years).",A constant current of 1 mA strength was applied for 20 min/day (administered for five alternated days).,,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,,NB: Went with 'total duration of study' not duration of active treatment,,,iterate,,,,,,,,,,,,,,,,,,,,
333,giorgirossi-2005.pdf,https://github.com/brachbach/host-files/raw/main/giorgirossi-2005.pdf,https://github.com/brachbach/host-files/raw/main/giorgirossi-2005.pdf,All,duration,45 days,"Figure 2: Time schedule for the trial conduction. For each GP day 0 was the starting date. The test pick-up period lasted 1
month, and 45 days after that was the last time it could be returned. The time schedule was the same for the two arms.
Patients could participate in the screening anytime after the deadlines, but were not considered as compliant for the trial
outcome.",,,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,,This was the total duration of the study for patients,,,iterate,,,,,,,,,,,,,,,,,,,,
366,lopresti-2019.pdf,https://github.com/brachbach/host-files/raw/main/lopresti-2019.pdf,https://github.com/brachbach/host-files/raw/main/lopresti-2019.pdf,All,duration,16 weeks,"This was a 16-week, randomized, double-blind, placebocontrolled, crossover trial evaluating the effect of an ashwagandha extract (Shoden beads) on salivary hormones and symptoms of fatigue and vitality in healthy, overweight men.","Medication compliance was measured by participant pill count at Weeks 4, 8, 12, and 16. Efficacy of participant treatment blinding was examined by asking participants to predict group allocation (placebo, ashwagandha, or uncertain) at the completion of each phase of the study (Weeks 8 and 16).","Fifty-seven participants were enrolled, with 50 people completing the first 8-week period of
the trial and 43 completing all 16 weeks.",,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,,,,,iterate,,,,,,,,,,,,,,,,,,,,
410,walton-2011.pdf,https://github.com/brachbach/host-files/raw/main/walton-2011.pdf,https://github.com/brachbach/host-files/raw/main/walton-2011.pdf,All,duration,12 weeks,"The treatments – juice containing 4 g GOS and placebo – were consumed twice daily for 3 weeks, preceded by 3-week washout periods.","Volunteers consumed the products for 3 weeks, followed by a 3-week washout period (no treatment products consumed); the remaining treatment was consumed over the next 3 weeks, preceded by a final 3-week washout period. Volunteers were required to visit the University of Reading (Reading, UK) on six occasions in total and to provide a faecal sample at each visit (1 week before the start; on day 0; and after 3, 6, 9 and 12 weeks).",,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,The total study period is 12 weeks which includes 6 weeks of washout period and visits for providing samples every 3 weeks throughout the 12 weeks,NB: Should change to 'total study duration',,,iterate,,,,,,,,,,,,,,,,,,,,
377,maratos-2001.pdf,https://github.com/brachbach/host-files/raw/main/maratos-2001.pdf,https://github.com/brachbach/host-files/raw/main/maratos-2001.pdf,All,duration,Not mentioned,The experiment proper began after a 15 min structural scan. Participants were then administered the study and test lists in the scanner. An interval of 5 min separated each of the study and test tasks and also each of the sessions. Functional scans were acquired during each of the two test phases.,,,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,"The paper only mentions the time of the ""structural scan"" and the time that separates each task. There is no mention of the total time.",,TRUE,,iterate,,,,,,,,,,,,,,,,,,,,
311,chang-2006.pdf,https://github.com/brachbach/host-files/raw/main/chang-2006.pdf,https://github.com/brachbach/host-files/raw/main/chang-2006.pdf,All,duration,12 weeks,Sixty patients with active GO received an im injection every two weeks of either lanreotide 30 mg or placebo for 12 weeks.,"Patients who fulfilled the inclusion criteria entered a 12-week treatment phase and accepted six injections during the trial, according to a 2-weekly dosage schedule.",,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,,,,,iterate,,,,,,,,,,,,,,,,,,,,
421,zhang-2018.pdf,https://github.com/brachbach/host-files/raw/main/zhang-2018.pdf,https://github.com/brachbach/host-files/raw/main/zhang-2018.pdf,All,duration,3 days,"The 3-day study protocol was approved by the Human Research Ethics Committee at The University of Hong Kong, and participants’ informed consents were obtained before the study commencement."," On Day 1, all participants completed a battery of electronic questionnaires (including PSQI, ERQ, and others) and maintained a normal sleep schedule.",The SC group continued to maintain normal sleep on Day 2 night.,The SD group remained awake and was monitored by trained experimenters at the laboratory throughout the night.,"Between 10:00 and 13:00 on Day 3, after assessments of sleepiness and vigilance, participants completed the emotion regulation task.",,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,The entire study took 3 days. The experimental sleep deprivation intervention lasted for 1 day.,,,,iterate,,,,,,,,,,,,,,,,,,,,
344,iorizzo-2006.pdf,https://github.com/brachbach/host-files/raw/main/iorizzo-2006.pdf,https://github.com/brachbach/host-files/raw/main/iorizzo-2006.pdf,All,duration,12 months,"Global photography, using a Nikon-Canfield D1 camera with a Nikon 60-mm f2.8 lens (Nikon Inc, Melville, NY), was performed at baseline and after 12 months of treatment.","Pictures obtained at 12 months were compared with those obtained at baseline and rated by one of us (M.I.), who was not involved in the clinical study.","Hair density score at baseline and after 12 months was evaluated using computerized light videodermoscopy (FotoFinder dermoscope; Teachscreen Software GmbH, Bad Birnbach, Germany) with 20 magnification lenses.","After 12 months, 23 of the 37 patients were rated as improved using global photography",,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,,,,,iterate,,,,,,,,,,,,,,,,,,,,
399,scheibehenne-2008.pdf,https://github.com/brachbach/host-files/raw/main/scheibehenne-2008.pdf,https://github.com/brachbach/host-files/raw/main/scheibehenne-2008.pdf,All,duration,Not mentioned,"To test empirically whether a simple heuristic is able to account for individual food decisions, we ran a computerised experiment in which participants (N ¼ 50) repeatedly chose between pairs of 20 lunch dishes that were sampled from a local food court. A questionnaire also assessed individual importance weights as well as evaluation ratings of each lunch dish on nine different factors.",,,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,,,TRUE,,iterate,,,,,,,,,,,,,,,,,,,,
388,multanen-2018.pdf,https://github.com/brachbach/host-files/raw/main/multanen-2018.pdf,https://github.com/brachbach/host-files/raw/main/multanen-2018.pdf,All,duration,28 weeks,"In the first treatment period, 57 patients assigned to active treatment and 51 patients assigned to sham treatment were instructed to use the electromagnetic field device (BEMER) for 12 weeks.","After the first treatment period in weeks 1–12, there was a washout period in weeks 13–16, during which there was no treatment and participants visited the hospital in order to exchange the device for one labelled the opposite of what it had been during the first period, for a second treatment period in weeks 17–28.",,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,"There were two periods of 12 weeks. But only one period had the treatment, and the other period had a sham treatment.",NB: Diff between active treatmenta nd total study duration. Have gone with 'total study duration',,,iterate,,,,,,,,,,,,,,,,,,,,
355,kitabata-2017.pdf,https://github.com/brachbach/host-files/raw/main/kitabata-2017.pdf,https://github.com/brachbach/host-files/raw/main/kitabata-2017.pdf,All,duration,Not mentioned,"1) participant rests for ten-seconds (rest).
2) participant completes one task.
3) participant evaluates the usability of the device.
","Fifteen multiple-choice questions regarding the prefectural capital were presented to the participants on the screen. Each question
had four possible responses. After responding to each of the 15 questions, participants were asked to rate the usability of
the device from +1 to +5.",,,,,,,,,,11 July for in-app QA,,,,,,,,,,,,In-app QA,It all depends on how long participants take to answer the questions.,"NB: Maybe want to change to ""total duration not mentioned"" for prompts",TRUE,,iterate,,,,,,,,,,,,,,,,,,,,
53,bassi-2018.pdf,https://github.com/brachbach/host-files/raw/main/bassi-2018.pdf,https://conference.nber.org/conf_papers/f109256.pdf,Non-cognitive skills certificate disclosure to job candidates and firms,per_protocol_proportion,There was a per-protocol analysis that focused on the 49% of the initial Treatment group who showed up for the job interviews and were given the non-cognitive skills certificate.,All the Treatment workers who showed up to the job interviews were given the certificates (corresponding to 49% of Treatment workers). The remaining Treatment certificates were disbursed to the workers shortly after the first worker follow-up survey. So by the second follow-up survey about 81% of Treatment workers had received the certificate.,"We document that our experimental sample of workers are positively selected on soft skills, relative to the eligible population of trainees at the vocational institutes. All eligible workers were informed that the results of their skills assessments could be disclosed to firm owners during the job interviews, and so this positive selection indicates that workers with higher skills understand they have more to benefit from participating.","Starting from compliance, of the 1,230 scheduled job interviews, 515 (or 42%) actually took place. Lack of compliance is mainly due to workers having lost interest in being matched (32% of cases) or to the firm having lost interest (30% of cases) by the time they were called for the interviews.",,,,3,8,13.0,,,16 June Surge,,,Test,,,,,,,"49% of workers in the treatment group showed up to job interviews and received certificates, while 81% of them had received certificates by the second follow-up survey. 42% of scheduled job interviews took place.","Discuss, correct",ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
61,chakravorty-bedy-2019.pdf,https://github.com/brachbach/host-files/raw/main/chakravorty-bedy-2019.pdf,https://link.springer.com/content/pdf/10.1007/s41027-019-00167-8.pdf,DDUGKY skills training programs,per_protocol_proportion,The paper doesn't discuss per-protocol analysis.,"With this background in mind and given the data at hand, there are two  approaches that may be used to assess the impact of the DDUGKY. First, we propose to rely only on the current (post training) outcomes and estimate the efect of  having received training on employment and earnings (yi), after controlling for individual and household characteristics.","An alternative, since we have information on pre training and post-training outcomes, is to estimate a value-added or panel data version of (2). That is, we estimate  the extent to which changes in employment and earnings may be attributed to participation in DDUGKY after controlling for time (휆t) and individual fixed efects (휂i).",,,,,181,181,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
195,smithuis-2013.pdf,https://github.com/brachbach/host-files/raw/main/smithuis-2013.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3854704/pdf/1475-2875-12-363.pdf,Insecticide-treated bed nets,per_protocol_proportion,"There was no per-protocol analysis, only intention-to-treat analysis.","Three categorical variables were also calculated, in which each child was classified to have one or more infections with either P. falciparum, P. vivax or “all species of malaria (i.e. any malaria)” between 11 May 1998 and 27 February 1999. This was analysed onan intention-to-treat basis",,,,,,4,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
115,keenan-2018.pdf,https://github.com/brachbach/host-files/raw/main/keenan-2018.pdf,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1715474?articleTools=true,Oral azithromycin for childhood mortality,per_protocol_proportion,"There was no per-protocol analysis, only an intention-to-treat.","Community-level, intention to-treat analysis showed that over all four intercensal periods, mortality was 13.5% lower overall (95% confidence interval [CI], 6.7 to 19.8) in the azithromycin group than in the placebo group (P<0.001).",,,,,,1584,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
